Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
"Altered structural and functional thalamocortical networks in secondarily generalized extratemporal lobe seizures.",/pubmed/27942447,"Peng SJ, Hsin YL.",Neuroimage Clin. 2016 Nov 12;13:55-61. eCollection 2017.,Neuroimage Clin.  2017,PubMed,citation,PMID:27942447 | PMCID:PMC5133650,pubmed,27942447,create date:2016/12/13 | first author:Peng SJ,
"A phenome-wide examination of neural and cognitive function.",/pubmed/27922632,"Poldrack RA, Congdon E, Triplett W, Gorgolewski KJ, Karlsgodt KH, Mumford JA, Sabb FW, Freimer NB, London ED, Cannon TD, Bilder RM.",Sci Data. 2016 Dec 6;3:160110. doi: 10.1038/sdata.2016.110.,Sci Data.  2016,PubMed,citation,PMID:27922632 | PMCID:PMC5139672,pubmed,27922632,create date:2016/12/07 | first author:Poldrack RA,
"Structural Pathways Supporting Swift Acquisition of New Visuomotor Skills.",/pubmed/27920096,"Kahn AE, Mattar MG, Vettel JM, Wymbs NF, Grafton ST, Bassett DS.",Cereb Cortex. 2017 Jan 1;27(1):173-184. doi: 10.1093/cercor/bhw335.,Cereb Cortex.  2017,PubMed,citation,PMID:27920096 | PMCID:PMC5939211,pubmed,27920096,create date:2016/12/07 | first author:Kahn AE,
"Development of an Automated MRI-Based Diagnostic Protocol for Amyotrophic Lateral Sclerosis Using Disease-Specific Pathognomonic Features: A Quantitative Disease-State Classification Study.",/pubmed/27907080,"Schuster C, Hardiman O, Bede P.",PLoS One. 2016 Dec 1;11(12):e0167331. doi: 10.1371/journal.pone.0167331. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27907080 | PMCID:PMC5132189,pubmed,27907080,create date:2016/12/03 | first author:Schuster C,
"Neonatal diffusion tensor brain imaging predicts later motor outcome in preterm neonates with white matter abnormalities.",/pubmed/27906083,"Kim DY, Park HK, Kim NS, Hwang SJ, Lee HJ.",Ital J Pediatr. 2016 Dec 1;42(1):104.,Ital J Pediatr.  2016,PubMed,citation,PMID:27906083 | PMCID:PMC5134238,pubmed,27906083,create date:2016/12/03 | first author:Kim DY,
"Association between preterm brain injury and exposure to chorioamnionitis during fetal life.",/pubmed/27905410,"Anblagan D, Pataky R, Evans MJ, Telford EJ, Serag A, Sparrow S, Piyasena C, Semple SI, Wilkinson AG, Bastin ME, Boardman JP.",Sci Rep. 2016 Dec 1;6:37932. doi: 10.1038/srep37932.,Sci Rep.  2016,PubMed,citation,PMID:27905410 | PMCID:PMC5131360,pubmed,27905410,create date:2016/12/03 | first author:Anblagan D,
"Imaging analysis of Parkinson's disease patients using SPECT and tractography.",/pubmed/27901100,"Son SJ, Kim M, Park H.",Sci Rep. 2016 Nov 30;6:38070. doi: 10.1038/srep38070.,Sci Rep.  2016,PubMed,citation,PMID:27901100 | PMCID:PMC5128922,pubmed,27901100,create date:2016/12/03 | first author:Son SJ,
"Assessing White Matter Microstructure in Brain Regions with Different Myelin Architecture Using MRI.",/pubmed/27898701,"Groeschel S, Hagberg GE, Schultz T, Balla DZ, Klose U, Hauser TK, Nägele T, Bieri O, Prasloski T, MacKay AL, Krägeloh-Mann I, Scheffler K.",PLoS One. 2016 Nov 29;11(11):e0167274. doi: 10.1371/journal.pone.0167274. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27898701 | PMCID:PMC5127571,pubmed,27898701,create date:2016/11/30 | first author:Groeschel S,
"Improving Estimation of Fiber Orientations in Diffusion MRI Using Inter-Subject Information Sharing.",/pubmed/27892534,"Chen G, Zhang P, Li K, Wee CY, Wu Y, Shen D, Yap PT.",Sci Rep. 2016 Nov 28;6:37847. doi: 10.1038/srep37847.,Sci Rep.  2016,PubMed,citation,PMID:27892534 | PMCID:PMC5124958,pubmed,27892534,create date:2016/11/29 | first author:Chen G,
"3D tract-specific local and global analysis of white matter integrity in Alzheimer's disease.",/pubmed/27883250,"Jin Y, Huang C, Daianu M, Zhan L, Dennis EL, Reid RI, Jack CR Jr, Zhu H, Thompson PM; Alzheimer's Disease Neuroimaging Initiative..",Hum Brain Mapp. 2017 Mar;38(3):1191-1207. doi: 10.1002/hbm.23448. Epub 2016 Nov 24.,Hum Brain Mapp.  2017,PubMed,citation,PMID:27883250 | PMCID:PMC5299040,pubmed,27883250,create date:2016/11/25 | first author:Jin Y,
"Neuroanatomical correlates of childhood apraxia of speech: A connectomic approach.",/pubmed/27882295,"Fiori S, Guzzetta A, Mitra J, Pannek K, Pasquariello R, Cipriani P, Tosetti M, Cioni G, Rose SE, Chilosi A.",Neuroimage Clin. 2016 Nov 4;12:894-901. eCollection 2016.,Neuroimage Clin.  2016,PubMed,citation,PMID:27882295 | PMCID:PMC5114583,pubmed,27882295,create date:2016/11/25 | first author:Fiori S,
"Identification of the stria medullaris thalami using diffusion tensor imaging.",/pubmed/27872807,"Kochanski RB, Dawe R, Eddelman DB, Kocak M, Sani S.",Neuroimage Clin. 2016 Oct 26;12:852-857. eCollection 2016.,Neuroimage Clin.  2016,PubMed,citation,PMID:27872807 | PMCID:PMC5109849,pubmed,27872807,create date:2016/11/23 | first author:Kochanski RB,
"Reversible splenial lesion syndrome with a hyperosmolar hyperglycemic state and neuroleptic malignant syndrome caused by olanzapine.",/pubmed/27863115,"Kaino K, Kumagai R, Furukawa S, Isono M, Muramatsu A, Fujii M, Muta Y, Asada T, Fujihara K, Yagyu H.",J Diabetes Investig. 2017 May;8(3):392-394. doi: 10.1111/jdi.12597. Epub 2017 Jan 6.,J Diabetes Investig.  2017,PubMed,citation,PMID:27863115 | PMCID:PMC5415487,pubmed,27863115,create date:2016/11/20 | first author:Kaino K,
"Presence of lacunar infarctions is associated with the spatial navigation impairment in patients with mild cognitive impairment: a DTI study.",/pubmed/27861154,"Wu YF, Wu WB, Liu QP, He WW, Ding H, Nedelska Z, Hort J, Zhang B, Xu Y.",Oncotarget. 2016 Nov 29;7(48):78310-78319. doi: 10.18632/oncotarget.13409.,Oncotarget.  2016,PubMed,citation,PMID:27861154 | PMCID:PMC5346640,pubmed,27861154,create date:2016/11/20 | first author:Wu YF,
"Neural injury of the Papez circuit following hypoxic-ischemic brain injury: A case report.",/pubmed/27858852,"Jang SH, Kwon HG.",Medicine (Baltimore). 2016 Nov;95(44):e5173.,Medicine (Baltimore).  2016,PubMed,citation,PMID:27858852 | PMCID:PMC5591100,pubmed,27858852,create date:2016/11/20 | first author:Jang SH,
"Neurological Injury in Intermediate-Risk Transcatheter Aortic Valve Implantation.",/pubmed/27849158,"Fanning JP, Wesley AJ, Walters DL, Eeles EM, Barnett AG, Platts DG, Clarke AJ, Wong AA, Strugnell WE, O'Sullivan C, Tronstad O, Fraser JF.",J Am Heart Assoc. 2016 Nov 15;5(11). pii: e004203. Erratum in: J Am Heart Assoc. 2017 Jan 11;6(1):. ,J Am Heart Assoc.  2016,PubMed,citation,PMID:27849158 | PMCID:PMC5210348,pubmed,27849158,create date:2016/11/17 | first author:Fanning JP,
"Quantifying Differences and Similarities in Whole-Brain White Matter Architecture Using Local Connectome Fingerprints.",/pubmed/27846212,"Yeh FC, Vettel JM, Singh A, Poczos B, Grafton ST, Erickson KI, Tseng WI, Verstynen TD.",PLoS Comput Biol. 2016 Nov 15;12(11):e1005203. doi: 10.1371/journal.pcbi.1005203. eCollection 2016 Nov.,PLoS Comput Biol.  2016,PubMed,citation,PMID:27846212 | PMCID:PMC5112901,pubmed,27846212,create date:2016/11/16 | first author:Yeh FC,
"Use of diffusion-weighted MRI to modify radiosurgery planning in brain metastases may reduce local recurrence.",/pubmed/27844309,"Zakaria R, Pomschar A, Jenkinson MD, Tonn JC, Belka C, Ertl-Wagner B, Niyazi M.",J Neurooncol. 2017 Feb;131(3):549-554. doi: 10.1007/s11060-016-2320-9. Epub 2016 Nov 14.,J Neurooncol.  2017,PubMed,citation,PMID:27844309 | PMCID:PMC5350211,pubmed,27844309,create date:2016/11/16 | first author:Zakaria R,
"Disrupted Topological Patterns of Large-Scale Network in Conduct Disorder.",/pubmed/27841320,"Jiang Y, Liu W, Ming Q, Gao Y, Ma R, Zhang X, Situ W, Wang X, Yao S, Huang B.",Sci Rep. 2016 Nov 14;6:37053. doi: 10.1038/srep37053.,Sci Rep.  2016,PubMed,citation,PMID:27841320 | PMCID:PMC5107936,pubmed,27841320,create date:2016/11/15 | first author:Jiang Y,
"Glial activation colocalizes with structural abnormalities in amyotrophic lateral sclerosis.",/pubmed/27837005,"Alshikho MJ, Zürcher NR, Loggia ML, Cernasov P, Chonde DB, Izquierdo Garcia D, Yasek JE, Akeju O, Catana C, Rosen BR, Cudkowicz ME, Hooker JM, Atassi N.",Neurology. 2016 Dec 13;87(24):2554-2561. Epub 2016 Nov 11.,Neurology.  2016,PubMed,citation,PMID:27837005 | PMCID:PMC5207001,pubmed,27837005,create date:2016/11/12 | first author:Alshikho MJ,
"Relation between brain temperature and white matter damage in subacute carbon monoxide poisoning.",/pubmed/27819312,"Fujiwara S, Yoshioka Y, Matsuda T, Nishimoto H, Ogawa A, Ogasawara K, Beppu T.",Sci Rep. 2016 Nov 7;6:36523. doi: 10.1038/srep36523.,Sci Rep.  2016,PubMed,citation,PMID:27819312 | PMCID:PMC5098147,pubmed,27819312,create date:2016/11/08 | first author:Fujiwara S,
"Application of Cardiac Gating to Improve the Reproducibility of Intravoxel Incoherent Motion Measurements in the Head and Neck.",/pubmed/27818467,"Kang KM, Choi SH, Kim DE, Yun TJ, Kim JH, Sohn CH, Park SW.",Magn Reson Med Sci. 2017 Jul 10;16(3):190-202. doi: 10.2463/mrms.mp.2016-0051. Epub 2016 Nov 4.,Magn Reson Med Sci.  2017,PubMed,citation,PMID:27818467 | PMCID:PMC5600025,pubmed,27818467,create date:2016/11/08 | first author:Kang KM,
"Medio-dorsal thalamus and confabulations: Evidence from a clinical case and combined MRI/DTI study.",/pubmed/27812504,"Onofrj V, Delli Pizzi S, Franciotti R, Taylor JP, Perfetti B, Caulo M, Onofrj M, Bonanni L.",Neuroimage Clin. 2016 Oct 12;12:776-784. eCollection 2016.,Neuroimage Clin.  2016,PubMed,citation,PMID:27812504 | PMCID:PMC5079356,pubmed,27812504,create date:2016/11/05 | first author:Onofrj V,
"Comparison of unsupervised classification methods for brain tumor segmentation using multi-parametric MRI.",/pubmed/27812502,"Sauwen N, Acou M, Van Cauter S, Sima DM, Veraart J, Maes F, Himmelreich U, Achten E, Van Huffel S.",Neuroimage Clin. 2016 Sep 30;12:753-764. eCollection 2016.,Neuroimage Clin.  2016,PubMed,citation,PMID:27812502 | PMCID:PMC5079350,pubmed,27812502,create date:2016/11/05 | first author:Sauwen N,
"Patterns of Individual Variation in Visual Pathway Structure and Function in the Sighted and Blind.",/pubmed/27812129,"Aguirre GK, Datta R, Benson NC, Prasad S, Jacobson SG, Cideciyan AV, Bridge H, Watkins KE, Butt OH, Dain AS, Brandes L, Gennatas ED.",PLoS One. 2016 Nov 3;11(11):e0164677. doi: 10.1371/journal.pone.0164677. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27812129 | PMCID:PMC5094697,pubmed,27812129,create date:2016/11/05 | first author:Aguirre GK,
"Altered structural and effective connectivity in anorexia and bulimia nervosa in circuits that regulate energy and reward homeostasis.",/pubmed/27801897,"Frank GK, Shott ME, Riederer J, Pryor TL.",Transl Psychiatry. 2016 Nov 1;6(11):e932. doi: 10.1038/tp.2016.199.,Transl Psychiatry.  2016,PubMed,citation,PMID:27801897 | PMCID:PMC5314116,pubmed,27801897,create date:2016/11/02 | first author:Frank GK,
"Progression of Regional Microstructural Degeneration in Parkinson's Disease: A Multicenter Diffusion Tensor Imaging Study.",/pubmed/27798653,"Zhang Y, Wu IW, Tosun D, Foster E, Schuff N; Parkinson’s Progression Markers Initiative..",PLoS One. 2016 Oct 31;11(10):e0165540. doi: 10.1371/journal.pone.0165540. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27798653 | PMCID:PMC5087900,pubmed,27798653,create date:2016/11/01 | first author:Zhang Y,
"Disconnection between the default mode network and medial temporal lobes in post-traumatic amnesia.",/pubmed/27797805,"De Simoni S, Grover PJ, Jenkins PO, Honeyfield L, Quest RA, Ross E, Scott G, Wilson MH, Majewska P, Waldman AD, Patel MC, Sharp DJ.",Brain. 2016 Dec;139(Pt 12):3137-3150. Epub 2016 Oct 22.,Brain.  2016,PubMed,citation,PMID:27797805 | PMCID:PMC5382939,pubmed,27797805,create date:2016/11/01 | first author:De Simoni S,
"White matter microstructure of patients with neurofibromatosis type 1 and its relation to inhibitory control.",/pubmed/27796732,"Koini M, Rombouts SARB, Veer IM, Van Buchem MA, Huijbregts SCJ.",Brain Imaging Behav. 2017 Dec;11(6):1731-1740. doi: 10.1007/s11682-016-9641-3.,Brain Imaging Behav.  2017,PubMed,citation,PMID:27796732 | PMCID:PMC5707233,pubmed,27796732,create date:2016/11/01 | first author:Koini M,
"Hippocampal phospho-tau/MAPT neuropathology in the fornix in Alzheimer disease: an immunohistochemical autopsy study.",/pubmed/27793193,"Plowey ED, Ziskin JL.",Acta Neuropathol Commun. 2016 Oct 28;4(1):114.,Acta Neuropathol Commun.  2016,PubMed,citation,PMID:27793193 | PMCID:PMC5086039,pubmed,27793193,create date:2016/10/30 | first author:Plowey ED,
"Characterization of ten white matter tracts in a representative sample of Cuban population.",/pubmed/27784268,"Góngora D, Domínguez M, Bobes MA.",BMC Med Imaging. 2016 Oct 26;16(1):59.,BMC Med Imaging.  2016,PubMed,citation,PMID:27784268 | PMCID:PMC5082362,pubmed,27784268,create date:2016/10/28 | first author:Góngora D,
"Socioeconomic status, white matter, and executive function in children.",/pubmed/27781144,"Ursache A, Noble KG; Pediatric Imaging, Neurocognition and Genetics Study..",Brain Behav. 2016 Aug 2;6(10):e00531. eCollection 2016 Oct.,Brain Behav.  2016,PubMed,citation,PMID:27781144 | PMCID:PMC5064342,pubmed,27781144,create date:2016/10/27 | first author:Ursache A,
"Brain white matter plasticity and functional reorganization underlying the central pathogenesis of trigeminal neuralgia.",/pubmed/27779254,"Tian T, Guo L, Xu J, Zhang S, Shi J, Liu C, Qin Y, Zhu W.",Sci Rep. 2016 Oct 25;6:36030. doi: 10.1038/srep36030.,Sci Rep.  2016,PubMed,citation,PMID:27779254 | PMCID:PMC5078771,pubmed,27779254,create date:2016/10/26 | first author:Tian T,
"Thalamo-cortical network activity between migraine attacks: Insights from MRI-based microstructural and functional resting-state network correlation analysis.",/pubmed/27778244,"Coppola G, Di Renzo A, Tinelli E, Lepre C, Di Lorenzo C, Di Lorenzo G, Scapeccia M, Parisi V, Serrao M, Colonnese C, Schoenen J, Pierelli F.",J Headache Pain. 2016 Dec;17(1):100. Epub 2016 Oct 24.,J Headache Pain.  2016,PubMed,citation,PMID:27778244 | PMCID:PMC5078119,pubmed,27778244,create date:2016/10/26 | first author:Coppola G,
"Associations between education and brain structure at age 73 years, adjusted for age 11 IQ.",/pubmed/27664981,"Cox SR, Dickie DA, Ritchie SJ, Karama S, Pattie A, Royle NA, Corley J, Aribisala BS, Valdés Hernández M, Muñoz Maniega S, Starr JM, Bastin ME, Evans AC, Wardlaw JM, Deary IJ.",Neurology. 2016 Oct 25;87(17):1820-1826. Epub 2016 Sep 24.,Neurology.  2016,PubMed,citation,PMID:27664981 | PMCID:PMC5089529,pubmed,27664981,create date:2016/10/26 | first author:Cox SR,
"In Vivo Evaluation of the Visual Pathway in Streptozotocin-Induced Diabetes by Diffusion Tensor MRI and Contrast Enhanced MRI.",/pubmed/27768755,"Kancherla S, Kohler WJ, van der Merwe Y, Chan KC.",PLoS One. 2016 Oct 21;11(10):e0165169. doi: 10.1371/journal.pone.0165169. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27768755 | PMCID:PMC5074510,pubmed,27768755,create date:2016/10/22 | first author:Kancherla S,
"White matter microstructural characteristics in newly diagnosed Parkinson's disease: An unbiased whole-brain study.",/pubmed/27762307,"Wen MC, Heng HS, Ng SY, Tan LC, Chan LL, Tan EK.",Sci Rep. 2016 Oct 20;6:35601. doi: 10.1038/srep35601.,Sci Rep.  2016,PubMed,citation,PMID:27762307 | PMCID:PMC5071859,pubmed,27762307,create date:2016/10/21 | first author:Wen MC,
"Discriminating the Difference between Remote and Close Association with Relation to White-Matter Structural Connectivity.",/pubmed/27760177,"Wu C, Zhong S, Chen H.",PLoS One. 2016 Oct 19;11(10):e0165053. doi: 10.1371/journal.pone.0165053. eCollection 2016. Erratum in: PLoS One. 2017 Jan 20;12 (1):e0170864.  PLoS One. 2017 Jan 25;12 (1):e0171060. ,PLoS One.  2016,PubMed,citation,PMID:27760177 | PMCID:PMC5070771,pubmed,27760177,create date:2016/10/21 | first author:Wu C,
"Reliable Dual Tensor Model Estimation in Single and Crossing Fibers Based on Jeffreys Prior.",/pubmed/27760166,"Yang J, Poot DH, Caan MW, Su T, Majoie CB, van Vliet LJ, Vos FM.",PLoS One. 2016 Oct 19;11(10):e0164336. doi: 10.1371/journal.pone.0164336. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27760166 | PMCID:PMC5070879,pubmed,27760166,create date:2016/10/21 | first author:Yang J,
"Diffusion tensor imaging detects early brain microstructure changes before and after ventriculoperitoneal shunt in children with high intracranial pressure hydrocephalus.",/pubmed/27759635,"Zhao C, Li Y, Cao W, Xiang K, Zhang H, Yang J, Gan Y.",Medicine (Baltimore). 2016 Oct;95(42):e5063.,Medicine (Baltimore).  2016,PubMed,citation,PMID:27759635 | PMCID:PMC5079319,pubmed,27759635,create date:2016/10/21 | first author:Zhao C,
"Increased brain connectivity and activation after cognitive rehabilitation in Parkinson's disease: a randomized controlled trial.",/pubmed/27757820,"Díez-Cirarda M, Ojeda N, Peña J, Cabrera-Zubizarreta A, Lucas-Jiménez O, Gómez-Esteban JC, Gómez-Beldarrain MÁ, Ibarretxe-Bilbao N.",Brain Imaging Behav. 2017 Dec;11(6):1640-1651. doi: 10.1007/s11682-016-9639-x.,Brain Imaging Behav.  2017,PubMed,citation,PMID:27757820 | PMCID:PMC5707237,pubmed,27757820,create date:2016/10/21 | first author:Díez-Cirarda M,
"Widespread structural brain involvement in ALS is not limited to the C9orf72 repeat expansion.",/pubmed/27756805,"Westeneng HJ, Walhout R, Straathof M, Schmidt R, Hendrikse J, Veldink JH, van den Heuvel MP, van den Berg LH.",J Neurol Neurosurg Psychiatry. 2016 Dec;87(12):1354-1360. doi: 10.1136/jnnp-2016-313959. Epub 2016 Oct 18.,J Neurol Neurosurg Psychiatry.  2016,PubMed,citation,PMID:27756805 | PMCID:PMC5136726,pubmed,27756805,create date:2016/10/21 | first author:Westeneng HJ,
"The effects of hippocampal lesions on MRI measures of structural and functional connectivity.",/pubmed/27479794,"Henson RN, Greve A, Cooper E, Gregori M, Simons JS, Geerligs L, Erzinçlioğlu S, Kapur N, Browne G.",Hippocampus. 2016 Nov;26(11):1447-1463. doi: 10.1002/hipo.22621. Epub 2016 Aug 24.,Hippocampus.  2016,PubMed,citation,PMID:27479794 | PMCID:PMC5082505,pubmed,27479794,create date:2016/10/21 | first author:Henson RN,
"Selective Activation of Resting-State Networks following Focal Stimulation in a Connectome-Based Network Model of the Human Brain.",/pubmed/27752540,"Spiegler A, Hansen EC, Bernard C, McIntosh AR, Jirsa VK.",eNeuro. 2016 Oct 6;3(5). pii: ENEURO.0068-16.2016. eCollection 2016 Sep-Oct. Erratum in: eNeuro. 2016 Oct 31;3(5):. ,eNeuro.  2016,PubMed,citation,PMID:27752540 | PMCID:PMC5052665,pubmed,27752540,create date:2016/10/19 | first author:Spiegler A,
"Structural brain abnormalities in a single gene disorder associated with epilepsy, language impairment and intellectual disability.",/pubmed/27747153,"Bathelt J, Astle D, Barnes J, Raymond FL, Baker K.",Neuroimage Clin. 2016 Aug 4;12:655-665. eCollection 2016.,Neuroimage Clin.  2016,PubMed,citation,PMID:27747153 | PMCID:PMC5053034,pubmed,27747153,create date:2016/10/18 | first author:Bathelt J,
"Early Detection of Malignant Transformation in Resected WHO II Low-Grade Glioma Using Diffusion Tensor-Derived Quantitative Measures.",/pubmed/27741525,"Freitag MT, Maier-Hein KH, Binczyk F, Laun FB, Weber C, Bonekamp D, Tarnawski R, Bobek-Billewicz B, Polanska J, Majchrzak H, Stieltjes B.",PLoS One. 2016 Oct 14;11(10):e0164679. doi: 10.1371/journal.pone.0164679. eCollection 2016.,PLoS One.  2016,PubMed,citation,PMID:27741525 | PMCID:PMC5065360,pubmed,27741525,create date:2016/10/16 | first author:Freitag MT,
